Season,RK,PLAYER,TEAM,GP,MPG,TS,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
2015,391,Shabazz Napier,MIA,51,19.8,0.517,28,17.5,15.4,2.1,11.2,6.7,9.28,-26,-0.9
2015,392,Victor Claver,POR,10,7.6,0.6,4,16,12.8,4.3,23.5,14.1,9.27,0,0
2015,393,Markel Brown,BKN,47,16.6,0.459,13,9,14.3,2.3,13,7.7,9.17,-15.5,-0.5
2015,394,Brendan Haywood,CLE,22,5.4,0.49,4.2,21,15.8,5.9,21.9,14,9.11,-2.6,-0.1
2015,395,Andre Roberson,OKC,67,19.2,0.513,20.7,13.6,8.9,5.1,16,10.6,9.09,-27,-0.9
2015,396,Erick Green,DEN,43,9.5,0.436,17.7,6.4,18.5,1.8,6.6,4.1,8.99,-12.3,-0.4
2015,,P.J. Hairston,CHA,45,15.3,0.446,6.4,6.7,18.5,3.4,11.5,7.4,8.99,-15.5,-0.5
2015,398,Dante Cunningham,NO,66,25,0.473,11.2,7.9,10.2,4.8,12.8,8.8,8.97,-62.4,-2.1
2015,399,Lance Stephenson,CHA,61,25.8,0.419,24.8,13.2,20.7,2.7,17.1,9.7,8.87,-38.3,-1.3
2015,400,Ian Clark,DEN,30,6.4,0.483,15,11.3,19.4,2.4,7.2,4.8,8.85,-4.7,-0.2
2015,400,Ian Clark,UTAH,30,6.4,0.483,15,11.3,19.4,2.4,7.2,4.8,8.85,-4.7,-0.2
2015,401,Nazr Mohammed,CHI,23,5.6,0.431,7.3,16.9,12.4,9.6,22.3,16.1,8.77,-3.5,-0.1
2015,402,Elliot Williams,NO,13,9.2,0.477,21.9,7.3,14.7,0,7.7,3.8,8.75,0,0
2015,402,Elliot Williams,UTAH,13,9.2,0.477,21.9,7.3,14.7,0,7.7,3.8,8.75,0,0
2015,403,Jerami Grant,PHI,65,21.2,0.47,13.1,14.1,15.6,3.7,12.3,7.8,8.72,-36.6,-1.2
2015,404,Allen Crabbe,POR,51,13.4,0.525,18.2,7,11,1.1,10.1,5.7,8.7,-18.4,-0.6
2015,405,Danny Granger,MIA,30,20.4,0.527,7.8,10.9,14,4,11.5,7.8,8.66,-16.9,-0.6
2015,406,Steve Novak,OKC,35,5.6,0.554,15.1,6.9,11,1.1,11.2,6.2,8.63,-5.5,-0.2
2015,406,Steve Novak,UTAH,35,5.6,0.554,15.1,6.9,11,1.1,11.2,6.2,8.63,-5.5,-0.2
2015,407,CJ Wilcox,LAC,21,4.8,0.527,14.1,17.6,20.3,1.1,6.6,3.9,8.6,-2.9,-0.1
2015,408,Ryan Kelly,LAL,52,23.7,0.473,19.2,7.7,13.6,1.1,12.4,6.5,8.59,-53.5,-1.8
2015,,Travis Wear,NY,51,13.2,0.451,13.5,11.8,16.4,5.2,13.3,9.1,8.59,-19.2,-0.6
2015,410,Matthew Dellavedova,CLE,67,20.6,0.493,34.7,10.4,13.3,3.1,7.3,5.2,8.56,-40,-1.3
2015,411,James Young,BOS,31,10.7,0.457,9.8,3.8,14.6,2.9,11,6.9,8.51,-9.8,-0.3
2015,412,Kyle Singler,DET,80,21.8,0.512,14,9,13.5,2,10.3,6,8.5,-52,-1.7
2015,412,Kyle Singler,OKC,80,21.8,0.512,14,9,13.5,2,10.3,6,8.5,-52,-1.7
2015,,Alex Kirk,CLE,5,2.8,0.41,17,0,15.1,8.3,0,4.1,8.5,0,0
2015,414,Glenn Robinson III,MIN,35,7.5,0.471,11,11,12.9,6.1,10.6,8.3,8.48,-7.9,-0.3
2015,414,Glenn Robinson III,PHI,35,7.5,0.471,11,11,12.9,6.1,10.6,8.3,8.48,-7.9,-0.3
2015,415,Cleanthony Early,NY,39,16.6,0.447,11.6,12.9,18.2,3.8,13.8,8.7,8.46,-19.7,-0.7
2015,416,Maurice Harkless,ORL,45,15,0.449,11,11.8,12.6,6.3,11.6,8.9,8.42,-20.9,-0.7
2015,417,Jordan Hamilton,LAC,14,8.7,0.543,15.2,8.7,13.5,1.9,12.7,7.4,8.36,-3.9,-0.1
2015,418,Austin Daye,ATL,34,10.1,0.449,9.3,12.5,18.2,3.4,21,12.4,8.29,-11.4,-0.4
2015,418,Austin Daye,SA,34,10.1,0.449,9.3,12.5,18.2,3.4,21,12.4,8.29,-11.4,-0.4
2015,419,Jeffery Taylor,CHA,29,14.8,0.481,12.7,11,14.9,3.5,10.3,6.8,8.26,-14.4,-0.5
2015,420,Malcolm Thomas,PHI,17,11.4,0.492,10.7,19.8,12.3,8.5,23.5,15.6,8.22,0,0
2015,421,Damjan Rudez,IND,68,15.4,0.591,14.2,12.6,13,0.9,4.1,2.5,8.21,-35.7,-1.2
2015,,Zoran Dragic,MIA,16,4.7,0.435,11.8,11.8,19.5,8,4.7,6.3,8.21,-2.6,-0.1
2015,,Zoran Dragic,PHX,16,4.7,0.435,11.8,11.8,19.5,8,4.7,6.3,8.21,-2.6,-0.1
2015,423,Kyle Anderson,SA,33,10.8,0.389,21,7.5,12.8,1.6,20.8,11.4,8.19,-12.4,-0.4
2015,424,Tim Frazier,PHI,11,21.7,0.406,38.7,16.1,18.8,2.6,10.2,6.3,8.11,-10.3,-0.3
2015,424,Tim Frazier,POR,11,21.7,0.406,38.7,16.1,18.8,2.6,10.2,6.3,8.11,-10.3,-0.3
2015,425,Lance Thomas,NY,62,24,0.456,11,11.8,16.5,4.9,10,7.4,8.03,-54.9,-1.8
2015,425,Lance Thomas,OKC,62,24,0.456,11,11.8,16.5,4.9,10,7.4,8.03,-54.9,-1.8
2015,426,Henry Walker,MIA,24,26.2,0.497,12.7,10.5,13.8,1.4,14,7.8,8.02,-23.2,-0.8
2015,427,Willie Green,ORL,52,18.3,0.477,15.6,11,16.5,1.6,7.9,4.7,7.97,-35.9,-1.2
2015,428,Elijah Millsap,UTAH,47,19.7,0.45,14.5,16.7,16.3,3.5,15.2,9.4,7.9,-35.9,-1.2
2015,429,Greg Stiemsma,TOR,17,3.9,0.717,15.2,35.4,10.9,15.7,10.5,13.1,7.87,-2.7,-0.1
2015,430,DeJuan Blair,WSH,29,6.2,0.469,4,17.2,16.4,10.3,24.5,17.5,7.79,-7.5,-0.3
2015,431,Kostas Papanikolaou,HOU,43,18.5,0.444,24.6,15.9,14.1,5.4,10.9,8.2,7.78,-32.3,-1.1
2015,432,Adreian Payne,ATL,32,23.1,0.443,9.5,14,16.6,7.2,18.2,12.5,7.75,-41.4,-1.4
2015,432,Adreian Payne,MIN,32,23.1,0.443,9.5,14,16.6,7.2,18.2,12.5,7.75,-41.4,-1.4
2015,433,Nik Stauskas,SAC,73,15.4,0.492,15.5,9.3,13.5,1.1,7.5,4.4,7.5,-50.5,-1.7
2015,434,Quincy Miller,DET,10,11.9,0.338,14.3,9,16.5,3.7,15,9.3,7.44,-7.2,-0.2
2015,434,Quincy Miller,SAC,10,11.9,0.338,14.3,9,16.5,3.7,15,9.3,7.44,-7.2,-0.2
2015,,Chris Copeland,IND,50,16.6,0.468,11.6,13.4,19.8,3.1,11.7,7.4,7.44,-37.9,-1.3
2015,436,Tyler Ennis,MIL,33,12.5,0.411,27.9,16,20.2,1.9,7.7,4.8,7.37,-22.3,-0.7
2015,436,Tyler Ennis,PHX,33,12.5,0.411,27.9,16,20.2,1.9,7.7,4.8,7.37,-22.3,-0.7
2015,437,Jared Cunningham,LAC,19,4.7,0.452,17.9,12.6,21.9,1.3,9.9,5.7,7.36,0,0
2015,438,Shavlik Randolph,BOS,21,6,0.298,8.5,6.3,19.1,13.8,19.3,16.5,7.2,0,0
2015,438,Shavlik Randolph,PHX,21,6,0.298,8.5,6.3,19.1,13.8,19.3,16.5,7.2,0,0
2015,439,Kendrick Perkins,CLE,68,16.9,0.467,12.5,23.2,16.6,8.7,21.2,15.1,7.03,-61.2,-2
2015,439,Kendrick Perkins,OKC,68,16.9,0.467,12.5,23.2,16.6,8.7,21.2,15.1,7.03,-61.2,-2
2015,440,Perry Jones,OKC,43,14.7,0.459,7.4,9.9,14.3,1,11.7,6.5,6.91,-33.8,-1.1
2015,441,Kirk Hinrich,CHI,66,24.4,0.468,23.7,11.7,13.2,1.4,6.6,4.1,6.82,-88.4,-2.9
2015,442,Darius Morris,BKN,38,7.9,0.377,26.8,11.7,19.9,2.6,7.5,5.1,6.78,-18.8,-0.6
2015,443,Earl Clark,BKN,10,9.3,0.425,7.4,14.7,16.9,1.2,26.5,13.9,6.76,-5.2,-0.2
2015,444,Ricky Ledo,DAL,17,14.4,0.426,12.6,17.3,33.1,7.4,9.7,8.5,6.32,-15.2,-0.5
2015,444,Ricky Ledo,NY,17,14.4,0.426,12.6,17.3,33.1,7.4,9.7,8.5,6.32,-15.2,-0.5
2015,445,Reggie Bullock,LAC,36,9.4,0.466,8.9,8.9,9.7,0.3,16,8.3,6.21,-21.6,-0.7
2015,445,Reggie Bullock,PHX,36,9.4,0.466,8.9,8.9,9.7,0.3,16,8.3,6.21,-21.6,-0.7
2015,446,Gerald Wallace,BOS,32,8.9,0.431,15.8,25.9,8.5,6.4,15.5,10.9,6.18,-18.4,-0.6
2015,447,Doug McDermott,CHI,36,8.9,0.48,4.4,12.4,16.7,2.1,12.2,7.3,6.16,-20.8,-0.7
2015,448,Martell Webster,WSH,32,11,0.445,10.7,13.9,16.7,3.3,11.3,7.4,5.92,-24.1,-0.8
2015,449,Devyn Marble,ORL,16,13,0.362,22.1,11.7,12.7,2.7,14.4,8.4,5.87,-14.4,-0.5
2015,450,Will Cherry,CLE,8,8.6,0.347,23.8,11.9,16.7,1.7,6.6,4.2,5.85,0,0
2015,451,Dante Exum,UTAH,82,22.2,0.457,26.5,15.8,14,1.7,6.6,4.2,5.7,-130.3,-4.3
2015,452,Joe Harris,CLE,51,9.7,0.537,14.5,15,13.4,1.7,7.8,4.8,5.62,-35.9,-1.2
2015,453,Lucas Nogueira,TOR,6,3.8,0.307,7.8,15.7,21.2,10,45.1,27.6,5.24,-1.8,-0.1
2015,454,Russ Smith,NO,12,5.4,0.488,15.8,23.7,25,1.8,8.7,5.3,5.21,-5.6,-0.2
2015,454,Russ Smith,MEM,12,5.4,0.488,15.8,23.7,25,1.8,8.7,5.3,5.21,-5.6,-0.2
2015,455,John Salmons,NO,21,12.9,0.422,19.2,7.4,9,1.7,7.1,4.4,5.13,0,0
2015,456,Earl Barron,PHX,16,8.9,0.361,9.2,9.2,13.9,10.6,10.8,10.7,5.04,-13.8,-0.5
2015,457,Gary Harris,DEN,55,13.1,0.395,9.5,12.5,15.5,3,6.7,4.8,4.98,-59.3,-2
2015,458,Xavier Henry,LAL,9,9.6,0.424,10.1,10.1,12.8,2.5,2.7,2.6,4.93,0,0
2015,459,Jamaal Franklin,DEN,3,4.3,0.75,37.5,37.5,18,8,8.6,8.3,4.92,-1.1,0
2015,460,Will Bynum,WSH,7,9.6,0.336,30.6,13.6,28,3.4,6.6,5,4.88,-6.1,-0.2
2015,461,Nick Johnson,HOU,28,9.4,0.43,9.5,16.4,16.1,5.5,10.9,8.2,4.79,-22.3,-0.7
2015,462,Jerrelle Benimon,UTAH,2,1.5,0,0,100,13.8,38.7,76.6,57.8,4.66,0,0
2015,463,Mike Miller,CLE,52,13.5,0.471,24.9,12.4,8.9,0.7,14,7.4,4.64,-61.4,-2
2015,464,Nate Wolters,NO,21,11.8,0.352,22.4,13.9,15.9,3.7,11.9,7.9,4.63,0,0
2015,464,Nate Wolters,MIL,21,11.8,0.352,22.4,13.9,15.9,3.7,11.9,7.9,4.63,0,0
2015,465,Larry Drew II,PHI,12,18.3,0.388,34.8,19.3,17.8,0.5,7.3,3.7,4.52,0,0
2015,466,Shannon Brown,MIA,5,17.8,0.482,10.8,14.4,12,0,1.3,0.7,4.43,0,0
2015,467,Ronny Turiaf,MIN,2,9.5,0,100,0,1.4,0,6.2,3,4.33,0,0
2015,468,Vander Blue,LAL,2,37,0.342,17.3,13,22.1,2.9,10.9,6.7,4.04,-7.1,-0.2
2015,469,Johnny O'Bryant III,MIL,34,10.8,0.379,9.8,14.4,17.6,8.2,11.7,10,3.82,-42.2,-1.4
2015,470,Drew Gordon,PHI,9,7.9,0.428,6.7,26.8,15.8,10.2,17.7,13.7,3.73,0,0
2015,471,Francisco Garcia,HOU,14,14.3,0.347,16.7,11.1,15.5,1.7,7.7,4.7,3.62,0,0
2015,472,Miroslav Raduljica,MIN,5,4.6,0.45,0,18.4,18.8,9.7,15.4,12.4,3.39,0,0
2015,473,Chris Douglas-Roberts,LAC,12,8.6,0.387,14,0,10,1.1,11.8,6.6,3.31,0,0
2015,474,Andrei Kirilenko,BKN,7,5.1,0.222,11.4,11.4,9.1,6.2,18.6,12.5,2.79,0,0
2015,475,David Wear,SAC,2,3.5,0,33.3,0,13.1,33.6,0,16.2,2.42,0,0
2015,476,Cameron Bairstow,CHI,18,3.6,0.309,5,14.9,12.3,10.5,3.3,6.8,2.1,-9,-0.3
2015,477,Dahntay Jones,LAC,33,3.7,0.406,6.9,3.5,8.9,0.9,9,5,1.9,-15.8,-0.5
2015,478,Cartier Martin,DET,23,8.6,0.34,15.9,7.2,12.6,0,11.4,5.5,1.62,-29.2,-1
2015,479,Grant Jerrett,OKC,8,6.4,0.303,9.2,9.2,30.3,4.4,15.1,9.8,1.57,-7.6,-0.3
2015,479,Grant Jerrett,UTAH,8,6.4,0.303,9.2,9.2,30.3,4.4,15.1,9.8,1.57,-7.6,-0.3
2015,480,Jerel McNeal,PHX,6,6,0.379,10.6,26.5,19,0,9.2,4.6,1.24,-5,-0.2
2015,481,Toure' Murry,UTAH,5,3.6,0.51,9.2,36.8,41.5,6.4,0,3.1,1.14,0,0
2015,481,Toure' Murry,WSH,5,3.6,0.51,9.2,36.8,41.5,6.4,0,3.1,1.14,0,0
2015,482,Brandon Rush,GS,33,8.2,0.255,14.7,13.4,10.4,1.6,14.3,8.2,0.8,-39.2,-1.3
2015,483,Gal Mekel,NO,4,10.8,0.15,37.1,5.7,25.2,0,2.6,1.3,0.56,0,0
2015,484,Kalin Lucas,MEM,1,6,0,0,0,6.8,0,0,0,-0.68,0,0
2015,485,Bruno Caboclo,TOR,8,2.9,0.417,0,25,28.1,5,5,5,-1.78,-4.2,-0.1
2015,486,Patrick Christopher,UTAH,4,7.3,0.25,0,7.7,18.6,8,15.9,12,-2.55,0,0
2015,487,Glen Rice Jr.,WSH,5,8.6,0.312,9.2,9.2,19,5.4,5.1,5.2,-3.55,0,0
2015,488,Andre Dawkins,MIA,4,5.5,0.25,12.5,12.5,13.8,0,10.7,5.5,-4.99,0,0
2015,489,Darius Miller,NO,5,8.6,0.143,20,10,8.3,0,2.6,1.3,-5.06,0,0
2015,490,Julius Randle,LAL,1,14,0.258,0,20.5,13.9,0,0,0,-7.5,-4,-0.1
2015,491,Seth Curry,PHX,2,4,0,25,0,16.3,0,27.7,13.7,-11.45,0,0
2015,492,Malcolm Lee,PHI,1,2,0,0,0,19.6,0,0,0,-19.68,0,0
