Season,TEAM,win,loss,pct,home,away,div,conf,ppg,opp_ppg,diff,RK,PLAYER,GP,MPG,TS,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
2016,MEM,42,40,0.512,26-15,16-25,7-9,25-27,99.1,101.3,-2.2,261,Vince Carter,60,16.8,0.52,11.9,7.4,17.7,3.4,13.6,8.3,12.75,33.8,1.1
2016,MEM,42,40,0.512,26-15,16-25,7-9,25-27,99.1,101.3,-2.2,,Ryan Hollins,37,12.4,0.636,7.6,18.3,8.1,11.2,13.2,12.1,12.31,0,0
2016,MEM,42,40,0.512,26-15,16-25,7-9,25-27,99.1,101.3,-2.2,,Matt Barnes,76,28.8,0.503,15.7,11.7,17.4,4.2,18.3,10.9,11.71,39.4,1.3
2016,MEM,42,40,0.512,26-15,16-25,7-9,25-27,99.1,101.3,-2.2,312,Courtney Lee,79,29.5,0.551,15.1,8,14.7,1.4,8.7,4.9,11.55,36.6,1.2
2016,MEM,42,40,0.512,26-15,16-25,7-9,25-27,99.1,101.3,-2.2,,Russ Smith,15,4.4,0.415,24.1,15.3,23.9,1.7,14.4,7.8,10.49,0,0
2016,MEM,42,40,0.512,26-15,16-25,7-9,25-27,99.1,101.3,-2.2,377,Xavier Munford,14,17.4,0.481,18.3,12.5,17.7,1.3,13.7,7.2,9.91,-4,-0.1
2016,MEM,42,40,0.512,26-15,16-25,7-9,25-27,99.1,101.3,-2.2,385,Beno Udrih,44,16.1,0.496,30.9,14.1,16.2,1.3,10.1,5.8,9.54,0,0
2016,MEM,42,40,0.512,26-15,16-25,7-9,25-27,99.1,101.3,-2.2,395,Ray McCallum,41,11.6,0.449,25.4,10.1,15,1.9,9.4,5.6,9.14,-13.2,-0.4
2016,MEM,42,40,0.512,26-15,16-25,7-9,25-27,99.1,101.3,-2.2,399,Briante Weber,7,24.1,0.38,29.7,12.7,18.2,5.2,12,8.4,8.92,-5.3,-0.2
2016,MEM,42,40,0.512,26-15,16-25,7-9,25-27,99.1,101.3,-2.2,432,P.J. Hairston,66,19.9,0.47,7.4,8,17.7,2.1,12.8,7.3,6.93,-69.9,-2.3
2016,MEM,42,40,0.512,26-15,16-25,7-9,25-27,99.1,101.3,-2.2,467,Elliot Williams,5,9,0.34,23.9,6,12.8,2.4,7.9,5.1,3.27,0,0
2016,MEM,42,40,0.512,26-15,16-25,7-9,25-27,99.1,101.3,-2.2,471,Bryce Cotton,8,4.9,0.4,16.7,27.8,16.5,0,0,0,1.73,-5.4,-0.2
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,26,Pau Gasol,72,31.8,0.529,18.6,10.4,24.1,7.3,28.7,18.2,21.76,381.6,12.7
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,,Jimmy Butler,67,36.9,0.562,18.9,7.8,23.9,3.4,11.6,7.6,21.33,399.9,13.3
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,87,Cristiano Felicio,31,10.4,0.601,20.6,10.3,13.6,10,23.1,16.7,17.61,29.3,1
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,142,Taj Gibson,73,26.5,0.556,14.2,10.4,14,11.4,15.9,13.7,15.7,121.3,4
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,145,Nikola Mirotic,66,24.9,0.564,11.2,11.5,20,3.8,19.1,11.6,15.63,101.6,3.4
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,197,Joakim Noah,29,21.9,0.406,34.9,16.5,15.2,14.7,27.3,21.1,14.08,33,1.1
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,,Bobby Portis,62,17.8,0.469,9.1,9.5,19.4,12,20,16.1,13.9,39.4,1.3
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,231,Derrick Rose,66,31.8,0.479,19.3,10.9,26.8,2.4,8.8,5.6,13.52,79,2.6
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,301,Aaron Brooks,69,16.1,0.494,23.7,10.8,23,2,7.5,4.8,11.87,14.5,0.5
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,315,E'Twaun Moore,59,21.4,0.548,17.8,9.5,15.5,1.6,9.3,5.5,11.43,17.5,0.6
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,338,Doug McDermott,81,23,0.561,7.4,6.7,16.2,2.1,8.8,5.5,10.99,13.5,0.5
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,389,Justin Holiday,53,14.6,0.489,16.5,11.5,14.1,1.7,10.5,6.2,9.43,-12.4,-0.4
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,398,Mike Dunleavy,31,22.7,0.543,14.5,9.7,13.8,1.2,11,6.2,9.09,-14.8,-0.5
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,428,Kirk Hinrich,46,13.7,0.504,30.5,12.6,9.7,1.4,10.2,5.9,7.2,-31.1,-1
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,433,Cameron Bairstow,18,5.7,0.391,11.2,7.5,19.2,4.2,24,14.3,6.89,-7.1,-0.2
2016,CHI,42,40,0.512,26-15,16-25,10-6,25-27,101.6,103.1,-1.5,442,Tony Snell,64,20.3,0.478,13.4,11.1,13.1,1.6,14.3,8.1,6.47,-78.2,-2.6
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,11,James Harden,82,38.1,0.598,20.6,12.6,32.2,2.2,15.6,8.8,25.36,693.1,23.1
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,18,Michael Beasley,20,18.2,0.563,6,9,27.6,8.8,21.1,14.9,22.57,65.4,2.2
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,61,Dwight Howard,71,32.1,0.604,9.1,15.5,17.3,11.4,29.1,20.2,18.99,285.6,9.5
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,70,Clint Capela,77,19.1,0.553,7.9,10.1,15.1,14.4,22.7,18.5,18.3,149.3,5
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,168,Marcus Thornton,61,18.2,0.511,11.9,7.2,23.1,3.8,11.3,7.5,14.81,71.3,2.4
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,,Montrezl Harrell,39,9.7,0.635,11.8,11.8,13.7,7.2,11.7,9.5,14.63,17.7,0.6
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,229,Terrence Jones,50,20.9,0.519,8.1,9.6,18,6.5,15.9,11.1,13.56,32,1.1
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,247,Patrick Beverley,71,28.7,0.553,24.8,9.5,15.4,3.9,9.6,6.8,13.07,63.2,2.1
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,,Trevor Ariza,81,35.3,0.551,15.3,9.2,15.2,2.6,11.6,7.1,12.97,105.3,3.5
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,,Andrew Goudelock,8,6.3,0.506,12.2,21.4,23.6,2.2,2.2,2.2,12.41,1.1,0
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,,Donatas Motiejunas,37,14.8,0.504,13.1,14,20.5,7.4,14.6,11,11.34,-1.3,0
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,345,Sam Dekker,3,2,0,0,0,0,0,18.5,9.2,10.76,0,0
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,350,KJ McDaniels,37,6.4,0.522,8.9,15.2,17.6,7.5,12.3,9.9,10.67,0.6,0
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,351,Josh Smith,55,16,0.439,16.5,14.1,21.6,6.4,17.5,12,10.62,0.2,0
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,367,Jason Terry,72,17.5,0.54,19,9,14.8,1.2,5.7,3.5,10.22,-5.3,-0.2
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,,Corey Brewer,82,20.4,0.481,13.6,9.7,17.1,2.8,10.4,6.6,9.97,-13.3,-0.4
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,381,Ty Lawson,66,21.4,0.476,32.7,13.1,15.5,2,7.4,4.7,9.72,-26.9,-0.9
2016,HOU,41,41,0.5,23-18,18-23,8-8,28-24,106.5,106.4,0.2,472,Chuck Hayes,2,12,0.694,25.4,38.1,10.7,0,37,18.4,1.65,0,0
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,48,John Wall,77,36.2,0.51,30.3,12.2,29.1,1.7,13.8,7.6,19.83,367,12.2
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,59,Marcin Gortat,75,30.1,0.592,9.8,11.2,17.5,10.8,26.3,18.4,19.04,284.3,9.5
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,111,Nene ,57,19.2,0.564,15.2,11.9,20.4,5.2,21.6,13.2,16.86,102.2,3.4
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,113,JJ Hickson,35,12.5,0.514,9.3,10.1,20.5,9.8,24.1,16.8,16.83,40.5,1.4
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,133,Ramon Sessions,82,20.3,0.565,22.3,10.7,21.3,1.6,12.2,6.8,15.93,122.7,4.1
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,148,Bradley Beal,55,31.1,0.547,14.1,9.7,23.8,2.6,9.8,6.2,15.61,130.1,4.3
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,168,Marcus Thornton,61,18.2,0.511,11.9,7.2,23.1,3.8,11.3,7.5,14.81,71.3,2.4
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,182,Otto Porter Jr.,75,30.3,0.564,12.5,7.3,15.1,4.7,14.7,9.6,14.51,136.1,4.5
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,227,Gary Neal,40,20.2,0.558,11.1,6.8,19,1.5,10.2,5.8,13.59,0,0
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,246,Kris Humphries,53,15.8,0.517,8.9,9.4,18.6,0,0,0,13.12,20.2,0.7
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,,Ryan Hollins,37,12.4,0.636,7.6,18.3,8.1,11.2,13.2,12.1,12.31,0,0
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,288,Markieff Morris,64,25.5,0.489,11.9,13,25,4.8,19.3,11.9,12.25,18.3,0.6
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,306,Jared Dudley,81,25.9,0.602,21.8,10.3,12.4,2.8,12.6,7.6,11.69,37.3,1.2
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,335,Jarell Eddie,26,5.7,0.46,6.7,1.3,18.9,1.5,16.3,8.8,11.07,1.3,0
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,391,Garrett Temple,80,24.4,0.52,18.3,8.4,13.4,2,10.3,6.1,9.29,-35.4,-1.2
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,394,Alan Anderson,13,14.8,0.495,17.2,2.5,14.7,0.6,15.5,7.9,9.19,-3.7,-0.1
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,414,Kelly Oubre Jr.,63,10.7,0.507,4.7,12.2,15.7,4.1,18.4,11.1,8.25,-22.5,-0.8
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,421,Drew Gooden,30,10.2,0.376,9.6,9.6,16.2,10.1,21.3,15.6,7.58,-17.8,-0.6
2016,WSH,41,41,0.5,22-19,19-22,10-6,30-22,104.1,104.6,-0.5,452,DeJuan Blair,29,7.5,0.414,11,15,16.5,10.1,19.4,14.6,5.45,0,0
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,27,Derrick Favors,62,32,0.551,8.4,9.3,22.4,10,19.6,14.8,21.71,302.1,10.1
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,68,Gordon Hayward,80,36.2,0.559,15.5,10.6,24.9,2.5,13.5,8,18.37,339.6,11.3
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,83,Jeff Withey,51,12.9,0.577,8.5,11.9,14.2,10,20.7,15.4,17.69,69.7,2.3
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,90,Rudy Gobert,61,31.7,0.582,13.3,16.7,13.6,12.6,27.7,20.2,17.51,199.3,6.6
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,186,Trevor Booker,79,20.7,0.533,13.9,13.5,14,11.9,20.4,16.2,14.4,70.7,2.4
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,187,Alec Burks,31,25.7,0.52,12.4,10,24.7,2.4,13.6,8,14.38,46.1,1.5
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,194,Rodney Hood,79,32.2,0.542,15.2,8.9,20.8,1.8,10.5,6.1,14.17,139,4.6
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,201,Trey Burke,64,21.3,0.507,16.5,8.9,24.6,1.5,8,4.8,14.06,62.3,2.1
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,226,Shelvin Mack,52,20.3,0.507,25.8,13.1,28,1.4,12.5,7,13.64,41.7,1.4
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,271,Erick Green,9,4.7,0.468,17.8,0,7.6,8.3,8.3,8.3,12.47,0,0
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,305,Trey Lyles,80,17.3,0.517,9.9,10.9,16.9,5,20.2,12.6,11.7,4,0.1
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,,Joe Ingles,81,15.3,0.572,20.9,14.1,13.4,1.8,12.4,7.1,10.38,-2.3,-0.1
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,364,Raul Neto,81,18.5,0.53,23.8,14.9,17.3,1.3,8,4.7,10.28,-16.2,-0.5
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,415,Chris Johnson,70,12.2,0.482,15.1,13.4,13.1,3.7,14.3,9,8.2,-29.5,-1
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,441,Elijah Millsap,20,8.7,0.384,25.4,12,15.1,4.1,19.5,11.8,6.48,0,0
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,465,Tibor Pleiss,12,6.8,0.464,5.6,22.3,17.7,8.6,12.8,10.7,3.55,-8.6,-0.3
2016,UTAH,40,42,0.488,24-17,16-25,8-8,24-28,97.7,95.9,1.8,473,J.J. O'Brien,2,3,0,0,0,7,0,19.4,9.7,1.34,0,0
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,35,Nikola Vucevic,65,31.3,0.531,12.7,8.7,25.4,9.3,22.2,15.7,21.15,320.8,10.7
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,103,Dewayne Dedmon,58,12.2,0.606,5.1,12.5,14,10.4,25.7,17.9,17.08,68.2,2.3
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,104,Aaron Gordon,78,23.9,0.541,14.9,7.7,16.6,9,21.3,15.1,17.07,154.9,5.2
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,115,Victor Oladipo,72,33,0.534,18.6,10.1,22.3,2.2,14,8,16.77,222.6,7.4
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,126,Tobias Harris,76,33.1,0.56,13.3,8.5,19.7,4.1,18.6,11.2,16.23,215.1,7.2
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,165,Andrew Nicholson,56,14.7,0.567,6.2,10.1,18.8,4.5,22.8,13.5,14.85,41.1,1.4
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,172,Jason Smith,76,15.5,0.513,9.5,8.7,20.6,4.9,15.8,10.3,14.72,56.7,1.9
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,,Evan Fournier,79,32.5,0.587,15.5,9.6,19.3,1.4,8.4,4.9,14.71,161,5.4
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,191,Ersan Ilyasova,74,25.4,0.526,7.7,8.2,17.8,8.1,15.6,11.7,14.26,77.5,2.6
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,,Elfrid Payton,73,29.4,0.478,32,12.1,21.4,3.9,9.6,6.7,13.98,95.3,3.2
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,222,Brandon Jennings,48,18.1,0.491,30.1,10.1,19.9,2,10.4,6.1,13.75,35.6,1.2
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,249,Channing Frye,70,17.1,0.586,14.9,9,17.4,3.2,18.6,10.9,12.99,26.6,0.9
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,383,Shabazz Napier,55,10.9,0.46,26.7,12.6,19.9,1.6,8.6,5.1,9.62,-12.3,-0.4
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,,Mario Hezonja,79,17.9,0.541,16.8,15,16.3,2.2,11.8,6.9,9.49,-21.3,-0.7
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,405,C.J. Watson,33,19.9,0.461,32.9,9.4,12.7,1.7,9.6,5.6,8.59,-23.6,-0.8
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,453,Devyn Marble,28,8.9,0.368,11.9,7,14.9,2.6,14.4,8.5,5.26,-19.5,-0.6
2016,ORL,35,47,0.427,23-18,12-29,4-12,21-31,102.1,103.7,-1.6,475,Keith Appling,5,5.4,0.338,7.8,23.3,18.1,0,4.2,2.1,-4.81,0,0
2016,SAC,33,49,0.402,18-23,15-26,8-8,19-33,106.6,109.1,-2.5,15,DeMarcus Cousins,65,34.6,0.538,10.3,11.9,33.2,7.7,28.2,18,23.67,438,14.6
2016,SAC,33,49,0.402,18-23,15-26,8-8,19-33,106.6,109.1,-2.5,107,Rajon Rondo,72,35.2,0.506,42.7,14.1,21.3,3.3,15.2,9.3,16.92,224.1,7.5
2016,SAC,33,49,0.402,18-23,15-26,8-8,19-33,106.6,109.1,-2.5,,Darren Collison,74,30,0.591,24,9.8,19.2,1.4,6.8,4.1,15.91,162.5,5.4
2016,SAC,33,49,0.402,18-23,15-26,8-8,19-33,106.6,109.1,-2.5,152,Rudy Gay,70,34,0.538,8.7,10.1,20.9,4.7,15.9,10.4,15.51,178,5.9
2016,SAC,33,49,0.402,18-23,15-26,8-8,19-33,106.6,109.1,-2.5,157,Willie Cauley-Stein,66,21.4,0.588,7.8,9.6,12.3,10.3,16.6,13.5,15.31,99.3,3.3
2016,SAC,33,49,0.402,18-23,15-26,8-8,19-33,106.6,109.1,-2.5,159,Kosta Koufos,78,19,0.54,5.8,8.4,14.2,12.4,18.4,15.4,15.15,100.6,3.4
2016,SAC,33,49,0.402,18-23,15-26,8-8,19-33,106.6,109.1,-2.5,173,Quincy Acy,59,14.8,0.629,9.1,9.1,12.3,8.1,15.1,11.6,14.71,55,1.8
2016,SAC,33,49,0.402,18-23,15-26,8-8,19-33,106.6,109.1,-2.5,208,Omri Casspi,69,27.2,0.587,10.8,10.7,16.7,3.4,20.1,11.8,13.96,97.2,3.2
2016,SAC,33,49,0.402,18-23,15-26,8-8,19-33,106.6,109.1,-2.5,,Seth Curry,44,15.7,0.603,19.1,10.3,17,1.4,7.9,4.7,13.9,35.1,1.2
2016,SAC,33,49,0.402,18-23,15-26,8-8,19-33,106.6,109.1,-2.5,322,Caron Butler,17,10.4,0.49,12.9,3.9,15.4,3.1,10.4,6.8,11.33,2.2,0.1
2016,SAC,33,49,0.402,18-23,15-26,8-8,19-33,106.6,109.1,-2.5,387,Marco Belinelli,68,24.6,0.5,14.1,8.9,18.8,0.7,6.9,3.8,9.49,-25.2,-0.8
2016,SAC,33,49,0.402,18-23,15-26,8-8,19-33,106.6,109.1,-2.5,402,Ben McLemore,68,21.2,0.531,11.6,14.6,16.6,2.6,8.5,5.6,8.67,-39.4,-1.3
2016,SAC,33,49,0.402,18-23,15-26,8-8,19-33,106.6,109.1,-2.5,426,Eric Moreland,8,6,0.515,8.5,25.5,8.9,6.8,17.9,12.4,7.41,-2.9,-0.1
2016,SAC,33,49,0.402,18-23,15-26,8-8,19-33,106.6,109.1,-2.5,447,James Anderson,51,14.1,0.469,15,15.3,13.1,2,10.9,6.5,6.02,-48.2,-1.6
2016,SAC,33,49,0.402,18-23,15-26,8-8,19-33,106.6,109.1,-2.5,461,Duje Dukan,1,24,0.3,9.1,0,16.5,9.1,9,9,4.18,-2.6,-0.1
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,,Nikola Jokic,80,21.7,0.582,19.4,10.6,19.6,11.4,24.7,17.9,21.58,284.1,9.5
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,37,Kenneth Faried,67,25.3,0.577,8.8,10.2,19.8,15.1,23,19,21.06,241.7,8.1
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,,Danilo Gallinari,53,34.7,0.582,12.3,7,22,3.1,14,8.5,19.04,234.3,7.8
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,113,JJ Hickson,35,12.5,0.514,9.3,10.1,20.5,9.8,24.1,16.8,16.83,40.5,1.4
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,129,Will Barton,82,28.7,0.535,14.1,9.6,22.2,2.7,20,11.2,16.07,195.6,6.5
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,131,Jusuf Nurkic,32,17.1,0.46,10.5,14.5,25.9,12.9,22.7,17.7,16.01,44.2,1.5
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,140,Joffrey Lauvergne,59,17.6,0.567,10.8,10.4,18.5,8.1,23.1,15.4,15.8,80.8,2.7
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,,Sean Kilpatrick,31,19.9,0.576,8.1,8.6,14.4,2.1,8.2,5.1,15.62,47.1,1.6
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,209,D.J. Augustin,62,19,0.575,28.8,12.2,22.3,0.8,8,4.4,13.94,51.6,1.7
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,258,Gary Harris,76,32.1,0.566,13.8,9.2,15.9,2.4,7.7,5,12.78,83.1,2.8
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,266,Darrell Arthur,70,21.7,0.514,14.2,9.8,16.1,6.2,15.4,10.7,12.55,23.7,0.8
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,271,Erick Green,9,4.7,0.468,17.8,0,7.6,8.3,8.3,8.3,12.47,0,0
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,375,Emmanuel Mudiay,68,30.4,0.437,23.5,13.7,25.9,1.7,10.9,6.2,9.96,-32,-1.1
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,386,Jameer Nelson,39,26.6,0.464,32.8,11.4,17.4,2,10.4,6.2,9.53,-22.8,-0.8
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,410,JaKarr Sampson,73,15.9,0.504,9.5,14.4,12.8,4.2,14,9,8.34,-37.4,-1.2
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,420,Randy Foye,81,20.3,0.461,21.1,11.3,16.8,1.6,8.8,5.2,7.6,-71.2,-2.4
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,429,Axel Toupane,21,14.5,0.49,15.2,6.1,11.6,2.9,8.5,5.6,7.16,-15.2,-0.5
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,440,Mike Miller,47,7.9,0.508,33.6,14.3,9.9,1.8,14.2,7.9,6.49,-22.3,-0.7
2016,DEN,33,49,0.402,18-23,15-26,4-12,18-34,101.9,105,-3.1,446,Kostas Papanikolaou,26,11.3,0.464,14.7,19.2,13.4,3,12.3,7.5,6.04,0,0
2016,MIL,33,49,0.402,23-18,10-31,4-12,21-31,99,103.2,-4.2,24,Greg Monroe,79,29.3,0.562,12.9,9.3,22.2,10.9,23.4,17.2,21.87,389.2,13
2016,MIL,33,49,0.402,23-18,10-31,4-12,21-31,99,103.2,-4.2,62,Giannis Antetokounmpo,80,35.3,0.566,19.8,11.9,21.8,4.6,20,12.4,18.86,352.1,11.7
2016,MIL,33,49,0.402,23-18,10-31,4-12,21-31,99,103.2,-4.2,66,John Henson,57,16.8,0.58,11.7,13.9,18,10.4,15.8,13.2,18.63,102.2,3.4
2016,MIL,33,49,0.402,23-18,10-31,4-12,21-31,99,103.2,-4.2,92,Miles Plumlee,61,14.3,0.606,5.1,12.7,14.2,12.5,18,15.2,17.43,88.6,3
2016,MIL,33,49,0.402,23-18,10-31,4-12,21-31,99,103.2,-4.2,112,Khris Middleton,79,36.1,0.56,18.5,10.1,22.4,1.8,10.2,6.1,16.85,270.1,9
2016,MIL,33,49,0.402,23-18,10-31,4-12,21-31,99,103.2,-4.2,167,Jabari Parker,76,31.7,0.535,10.4,9.3,19.6,5.9,12.8,9.4,14.83,119.5,4
2016,MIL,33,49,0.402,23-18,10-31,4-12,21-31,99,103.2,-4.2,185,Steve Novak,10,4.4,0.651,0,5.1,13.1,0,12.2,6.3,14.42,2.6,0.1
2016,MIL,33,49,0.402,23-18,10-31,4-12,21-31,99,103.2,-4.2,205,Michael Carter-Williams,54,30.5,0.497,26.5,14.4,21.5,3.4,15.7,9.6,13.98,73.4,2.4
